"","X","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox.Office","WorldwideBox.Office","Trailer","MPAA_Rating_NC.17","MPAA_Rating_Not.Rated","MPAA_Rating_PG","MPAA_Rating_PG.13","MPAA_Rating_PG.13.fight..Rating.bulletin.2329..7.2.2014.","MPAA_Rating_R","Production_Method_Digital.Animation","Production_Method_Hand.Animation","Production_Method_Live.Action","Production_Method_Multiple.Production.Methods","Production_Method_Stop.Motion.Animation","Genre_Adventure","Genre_Black.Comedy","Genre_Comedy","Genre_Concert.Performance","Genre_Documentary","Genre_Drama","Genre_Horror","Genre_Multiple.Genres","Genre_Musical","Genre_Reality","Genre_Romantic.Comedy","Genre_Thriller.Suspense","Genre_Western","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source_Based.on.Comic.Graphic.Novel","Source_Based.on.Factual.Book.Article","Source_Based.on.Fiction.Book.Short.Story","Source_Based.on.Folk.Tale.Legend.Fairytale","Source_Based.on.Game","Source_Based.on.Movie","Source_Based.on.Musical.Group","Source_Based.on.Musical.or.Opera","Source_Based.on.Play","Source_Based.on.Real.Life.Events","Source_Based.on.Religious.Text","Source_Based.on.Short.Film","Source_Based.on.Song","Source_Based.on.Theme.Park.Ride","Source_Based.on.Toy","Source_Based.on.TV","Source_Based.on.Web.Series","Source_Compilation","Source_Original.Screenplay","Source_Remake","Source_Spin.Off","Creative_Type_Dramatization","Creative_Type_Factual","Creative_Type_Fantasy","Creative_Type_Historical.Fiction","Creative_Type_Kids.Fiction","Creative_Type_Multiple.Creative.Types","Creative_Type_Production.Countries.","Creative_Type_Science.Fiction","Creative_Type_Super.Hero","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month_Aug","month_Dec","month_Feb","month_Jan","month_Jul","month_Jun","month_Mar","month_May","month_Nov","month_Oct","month_Sep","month_Spr","Production_Countries.US","Production_Countries.NonUS"
"31",31,"Dec 25, 2016","Live by Night",6.5e+07,33336,10378555,21778555,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129,"Dysfunctional Family, Directing Yourself, Organized Crime, 1920s, 1930s, Prohibition Era, Voiceover/Narration, Miami, Immigration, Religious",0,"Warner Bros., Appian Way, Pearl Street, RatPac Entertainment, Dune Entertainment","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"32",32,"Nov 18, 2016","Fantastic Beasts and Where …",1.8e+08,74403387,234037575,802437668,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,"1920s, Prequel, New York City, Secret Magic, Supernatural, Monster, Cryptozoology, Secret Societies",1,"Warner Bros., Heyday Films","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"33",33,"Oct 14, 2016","The Accountant",4e+07,24710273,86260045,152967088,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,128,"Accountants, Organized Crime, White Collar Crime, Child Prodigy, Mental Illness",0,"Warner Bros., Electric City Entertainment, Zero Gravity Management, RatPac Entertainment, Dune Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"34",34,"Sep 23, 2016","The Age of Shadows",NA,165685,540268,51948102,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,"Japan, Resistance Fighter, Undercover, 1920s, Korea",0,"Warner Bros., Grimm Pictures, Warner Brothers Korea, Harbin Films","Republic of Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"35",35,"Sep 12, 2016","Rurôni Kenshin: Kyôto taika…",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,"Live Action Cartoon, 1870s, Japan, Revenge, Assassination",0,"Warner Bros., Amuse Entertainment","Japan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"36",36,"Sep 9, 2016","Sully",6e+07,35028301,125070033,238535513,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,"In a Plane, Disaster, Autobiographical, 2000s, New York City, Biography",0,"Village Roadshow Productions, Warner Bros., Malpaso Productions, Flashlight Films, The Kennedy/Marshall Company","United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"37",37,"Aug 19, 2016","War Dogs",5e+07,14685305,43034523,86234523,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,"2000s, War Profiteers, Afghanistan War",0,"Warner Bros., Joint Effort, The Mark Gordon Company","United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",38,"Aug 5, 2016","Suicide Squad",1.75e+08,133682248,325100054,746069242,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,"Ensemble, Villain's Point of View, Mercenaries, D.C. Comics, Prison, Cruel Wardens or Prison Guards, Voiceover/Narration, Non-Chronological, Intertitle, Scene in End Credits, Revenge, Death of a Spouse or Fiancée / Fiancé, Death of a Sibling, Possessed, Mutants",1,"Warner Bros., RatPac Entertainment, Dune Entertainment, Atlas Entertainment","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"39",39,"Jul 29, 2016","Ants on a Shrimp",NA,NA,NA,65663,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,"Restaurants, Chef, Food, Tokyo",0,"Fortissimo Films, BlazHoffski, Dahl TV, Warner Bros.","Netherlands",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"40",40,"Jul 1, 2016","The Legend of Tarzan",1.8e+08,38527856,126643061,348904242,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,"Africa, Animal Lead, Government Corruption",0,"Warner Bros., Village Roadshow Productions, RatPac Entertainment, Dune Entertainment, Jerry Weintraub, Riche-Ludwig, Beaglepug","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"41",41,"May 20, 2016","The Nice Guys",5e+07,11203270,36261763,59597115,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,"Private Investigator, 1970s, Los Angeles, Missing Person, Government Corruption",0,"Warner Bros., Silver Pictures, Waypoint Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"42",42,"Mar 25, 2016","Batman v Superman: Dawn of …",2.5e+08,166007347,330360194,867504099,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,"Franchise Crossover, D.C. Comics, Vigilante, Non-Chronological, Dream Sequence, Prophetic Dreams",1,"Warner Bros., RatPac Entertainment, Dune Entertainment, Atlas Entertainment, Cruel and Unusual Films","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"43",43,"Mar 18, 2016","Midnight Special",1.8e+07,190012,3712282,7680250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,"Fugitive / On the Run, Cults, Religious",0,"Warner Bros., RatPac Entertainment, Dune Entertainment, Faliro House Productions, Tri State Pictures","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"44",44,"Dec 11, 2015","In the Heart of the Sea",1e+08,11053366,25020758,89693309,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121,"Animals Gone Bad, On a Boat, Marooned, Cannibalism, 1800s, Same Role, Multiple Actors, Lost At Sea",0,"Warner Bros., Village Roadshow Productions, Cott Productions    , Enelmar Productions, A.I.E. , Roth Films, Spring Creek    , Imagine Entertainment, Kia Jam Productions, RatPac Entertainment, Dune Entertainment","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"45",45,"Nov 25, 2015","Creed",3.7e+07,29632823,109767581,173567581,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133,"Boxing, Delayed Sequel, Inspirational Coach, Philadelphia",1,"Metro-Goldwyn-Mayer Pictures, Warner Bros., New Line Cinema, Chartoff Winkler Productions","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"46",46,"Oct 30, 2015","Our Brand is Crisis",2.8e+07,3249242,7002261,8594558,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,"Bolivia, Political, Political Campaign, 2000s, Professional Rivalry",0,"Participant Media, Warner Bros., Smokehouse Pictures, RatPac Entertainment, Dune Entertainment","United States",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"47",47,"Oct 9, 2015","Pan",1.5e+08,15315435,35088320,151525973,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,"Pirates, Fairies, 3-D, Origin Story, Orphan, Whitewashed Casting, 1940s, Character POV shot, 1930s, Surprise Twist, Native Americans, Coming of Age, Kidnap, Slow Motion Scene, Swashbuckler",0,"Warner Bros., Berlanti Productions, RatPac Entertainment, Dune Entertainment","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"48",48,"Sep 18, 2015","Black Mass",5.3e+07,22635037,62575678,98837872,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,"Hitmen, Biography, 1970s, Boston, Organized Crime, Mafia, FBI, Crime Thriller, True Crime, Confidential Informant, 1980s",0,"Warner Bros., Cross Creek Pictures, Le Grisbi, Free State Pictures, Head Gear Films, RatPac Entertainment, Dune Entertainment, Vendian Entertainment","United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"49",49,"Jul 1, 2015","Magic Mike XXL",14500000,12857184,66013057,123664233,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115,"Strippers / Stripping, Retirement, One Last Job, Screenplay Written By the Star",1,"Warner Bros., RatPac Entertainment, Dune Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"50",50,"Mar 27, 2015","Get Hard",4e+07,33803253,90411453,106511453,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,"White Collar Crime, Buddy Comedy, Prison, Bigotry, Falsely Accused, Intertitle",0,"Gary Sanchez Productions, Warner Bros., RatPac Entertainment, Dune Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"51",51,"Feb 27, 2015","Zhong Kui fu mo: Xue yao mo…",NA,73817,165428,64036296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,"3-D, Romance, Chinese Mythology, 3-D - Shot in 3-D",0,"International Media Co., Ltd, Beijing Enlight Pictures, Village Roadshow Asia, Warner Bros., K Pictures     , Shenzhen Wus Entertainment Co. , Wanda Media","China,Hong Kong,United States",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"52",52,"Feb 6, 2015","Jupiter Ascending",1.79e+08,18372372,47482519,181982519,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,"Royalty, Alien Invasion, Romance, Space Opera, Sibling Rivalry, Animal Lead, Animal Hybrids",0,"Warner Bros., Village Roadshow Productions, Anarchos Productions, RatPac Entertainment, Dune Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"53",53,"Jun 6, 2014","Edge of Tomorrow",1.78e+08,28760246,100206256,370541256,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,"Alien Invasion, War, Time Travel, Visual Effects",0,"Warner Bros., Village Roadshow Productions, RatPac Entertainment, Dune Entertainment","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"54",54,"Apr 4, 2014","Island of Lemurs: Madagascar",NA,188307,11111906,11385187,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,"Nature Documentary, Animal Lead, Environment, Agitprop, Voiceover/Narration, 3-D, 3-D - Shot in 3-D, Digital Cinematography",0,"Warner Bros., IMAX Corporation","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",55,"Dec 25, 2013","Grudge Match",4e+07,7021993,29807260,69807260,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,"Boxing, Comeback, Retirement, Out of Retirement",0,"Warner Bros., Gerber Pictures, Callahan Filmworks","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"56",56,"Oct 4, 2013","Gravity",1.1e+08,55785112,274092705,693698673,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,"3-D, Space Program, Marooned, Rescue, 3-D - Shot in 3-D, One Last Job, Death of a Son or Daughter, Hallucinations, Voiceover/Narration, 2014 Oscars Best Picture Nominee",0,"Warner Bros., Esperanto Filmoj, Heyday Films","United Kingdom,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"57",57,"Aug 30, 2013","Getaway",1.8e+07,4503892,10501938,11813989,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,"Kidnap, Rescue, Hackers, Internet, Car Chase, Auto Racing, Unnamed Character, Surprise Twist",0,"Warner Bros., Dark Castle Entertainment, After Dark Films, Signature Entertainment, Silver Reel Entertainment","Bulgaria,United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"58",58,"Jul 12, 2013","Pacific Rim",1.9e+08,37285325,101802906,411002906,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,"End of the World, Visual Effects, Robot, Kaiju, Creature Features, Lovecraftian, Prologue, Voiceover/Narration, 3-D, Mecha, Survivor's Guilt",1,"Warner Bros., Legendary Pictures, Guillermo del Toro, DDY","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"59",59,"Jun 14, 2013","Man of Steel",2.25e+08,116619362,291045518,667999518,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,"D.C. Comics, Friendly Alien on Earth, Alien Invasion, Young Child Dealing with the Death of a Parent, Adopted Family, Visual Effects, Reboot, 3-D, Life on a Farm",1,"Warner Bros., Legendary Pictures, Syncopy","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"60",60,"May 23, 2013","The Hangover 3",1.03e+08,41671198,112200072,362000072,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,"Mental Illness, Organized Crime, Kidnap, Rescue, Ensemble",1,"Warner Bros., Legendary Pictures, Green Hat Films, Todd Phillips","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"61",61,"May 10, 2013","The Great Gatsby",1.9e+08,50085184,144840419,351040419,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141,"Romance, Costume Drama, Unrequited Love, Relationships Gone Wrong, Ensemble, World War I, Returning Soldiers, Wall Street, 3-D, Intentionally Anachronistic",0,"Warner Bros., Village Roadshow Productions, A&E Indiefilms, Bazmark, Red Wagon Entertainment","United States",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"62",62,"Apr 12, 2013","42",3.1e+07,27487144,95020213,97470701,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,"Baseball, Bigotry, Discrimination, African-American, Biography, Inspirational Sports",0,"Warner Bros., Legendary Pictures, Brian Helgeland","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"63",63,"Feb 1, 2013","Bullet to the Head",5.5e+07,4548201,9489829,22597969,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,"Hitmen, Buddy Cop, Kidnap, Rescue, Revenge, Martial Arts, Organized Crime",0,"Warner Bros., Dark Castle Entertainment, IM Global, Millar/Gough Ink, After Dark Films","United States",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"64",64,"Jan 11, 2013","Gangster Squad",6e+07,17070347,46000903,104100903,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,"Organized Crime, Mafia, Narcotics, Prostitution, Gambling, Corrupt Cops, Government Corruption, Film Noir, Ensemble",0,"Warner Bros., Village Roadshow Productions, Lin Pictures, Kevin McCormick","United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"65",65,"Oct 26, 2012","Cloud Atlas",1.02e+08,9612247,27108272,130673154,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172,"IMAX: DMR, Cloning, Dystopia, Same Actor, Multiple Roles, Ensemble, Post Apocalypse, Segments, Cross-Dressing, Genderbending Casting, Whitewashed Casting, Invented Language, LGBT, Conspiracy Theory, Investigative Journalist",0,"Warner Bros., Cloud Atlas X-Filme Creative Pool Anarchos, A Company, ARD/Degeto","Germany",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"66",66,"Oct 12, 2012","Argo",44500000,19458109,136025503,227140757,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,"Secret Agent, Rescue, Movie Business, Rebellion, Undercover, Hostage, Political, False Identity, Oscars Best Picture Winner, 2013 Oscars Best Picture Nominee",0,"Warner Bros., GK Films, Smoke House Pictures","United States",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"67",67,"Oct 9, 2012","Happiness is...Peanuts: Go,…",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,NA,0,"Warner Bros.",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"68",68,"Sep 21, 2012","Trouble with the Curve",6e+07,12162040,35763137,47818913,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111,"Baseball, Autumn Years, Lawyers, Dysfunctional Family",0,"Warner Bros., Malpaso Productions","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"69",69,"Aug 24, 2012","The Apparition",1.7e+07,2841488,4936819,10637281,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,"Paranormal Investigation, Hauntings, Academics, France, Vatican City",0,"Warner Bros., Dark Castle Entertainment","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0
